No datetime | INFO | Start app codemaster version: 0.0.7
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 8
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 8
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 8
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 8
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 8
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 8
No datetime | DEBUG | Add actor POTION_HEALTH_00012 to level 8
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLACK_00025 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 9
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 9
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 9
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 9
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 9
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 9
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 9
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 9
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 9
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 9
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 9
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 9
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 9
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 9
No datetime | DEBUG | Add actor POTION_HEALTH_00012 to level 9
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLACK_00025 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | DEBUG | SQUIRREL_A_00013 hit by T3_PHOTONIC_0000001_from_player, health: 1.75, bullet_power: 20
No datetime | DEBUG | SQUIRREL_A_00013, !!! Dead by bullet T3_PHOTONIC_0000001_from_player !!!
No datetime | DEBUG | player hit by T1_LASER1_0000001_from_ROBOT_A_00005, pc_health: 96.8, bullet_power: 5
No datetime | DEBUG | player hit by T2_LASER2_0000001_from_ROBOT_A_00004, pc_health: 91.8, bullet_power: 7.0
No datetime | INFO | Replenish stats to superhero maximum (cheat).
No datetime | DEBUG | BAT_BLACK_00020 hit by T3_PHOTONIC_0000002_from_player, health: 203.0, bullet_power: 20
No datetime | DEBUG | BAT_BLACK_00020 hit by T4_NEUTRONIC_0000001_from_player, health: 183.0, bullet_power: 40
No datetime | INFO | All batteries and disks from level 10 recovered.
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 11
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 11
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 11
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 11
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 11
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 11
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 11
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 11
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 11
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 11
No datetime | DEBUG | Add actor POTION_POWER_00022 to level 11
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 11
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 11
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 11
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 11
No datetime | DEBUG | Add actor POTION_HEALTH_00012 to level 11
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLACK_00025 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | DEBUG | BAT_BLACK_00025 hit by T3_PHOTONIC_0000001_from_player, health: 203.0, bullet_power: 20
No datetime | DEBUG | BAT_BLACK_00025 hit by T4_NEUTRONIC_0000001_from_player, health: 183.0, bullet_power: 40
No datetime | DEBUG | BAT_BLACK_00025 hit by T3_PHOTONIC_0000002_from_player, health: 143.0, bullet_power: 20
No datetime | DEBUG | BAT_BLACK_00025 hit by T4_NEUTRONIC_0000002_from_player, health: 123.0, bullet_power: 40
No datetime | DEBUG | BAT_BLACK_00025 hit by T3_PHOTONIC_0000003_from_player, health: 83.0, bullet_power: 20
No datetime | DEBUG | BAT_BLACK_00025 hit by T4_NEUTRONIC_0000003_from_player, health: 63.0, bullet_power: 40
No datetime | DEBUG | BAT_BLACK_00025 hit by T3_PHOTONIC_0000004_from_player, health: 23.0, bullet_power: 20
No datetime | DEBUG | BAT_BLACK_00025 hit by T4_NEUTRONIC_0000004_from_player, health: 3.0, bullet_power: 40
No datetime | DEBUG | BAT_BLACK_00025, !!! Dead by bullet T4_NEUTRONIC_0000004_from_player !!!
No datetime | DEBUG | ENERGY_SHIELD_A_00010 hit by T2_LASER2_0000001_from_player, health: 150, bullet_power: 7.0
No datetime | DEBUG | BAT_BLUE_00018 hit by T2_LASER2_0000002_from_player, health: 112.0, bullet_power: 7.0
No datetime | DEBUG | ENERGY_SHIELD_A_00010 hit by T1_LASER1_0000001_from_player, health: 143.0, bullet_power: 5
No datetime | DEBUG | BAT_BLUE_00017 hit by T2_LASER2_0000003_from_player, health: 112.0, bullet_power: 7.0
No datetime | DEBUG | BAT_BLUE_00018 hit by T2_LASER2_0000007_from_player, health: 105.0, bullet_power: 7.0
No datetime | DEBUG | BAT_BLUE_00017 hit by T2_LASER2_0000006_from_player, health: 105.0, bullet_power: 7.0
No datetime | DEBUG | BAT_BLUE_00018 hit by T1_LASER1_0000004_from_player, health: 98.0, bullet_power: 5
No datetime | DEBUG | [COPY] Mouse actors: BAT_BLUE_00017 in pos: (918, 145) - lev pos: (3020, 511)
No datetime | DEBUG | Add actor BAT_BLUE_00019 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00020 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00021 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00022 to level 11
No datetime | INFO | Replenish stats to superhero maximum (cheat).
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00007 killed when TIMER_00024 ticked 0 secs.
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00008 killed when TIMER_00026 ticked 0 secs.
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00009 killed when TIMER_00030 ticked 0 secs.
No datetime | DEBUG | Mouse sprites: TETHLORIEN_LILAC_00001 in pos: (86, 177) - lev pos: (2558, 342)
No datetime | DEBUG | player hit by SAMUTRINOS_BOLT_B_00010, health: 100, fire_range_partial_power: 143.00, magic_res: 91.00, owner: TETHLORIEN_LILAC_00001
No datetime | DEBUG | TETHLORIEN_LILAC_00001 hit by DOOM_BOLT_A_00001, health: 220, doom_bolt_partial_power: 25.20, magic_res: 2.00, owner: player
No datetime | DEBUG | TETHLORIEN_LILAC_00001 hit by DOOM_BOLT_A_00001, health: 196.8, doom_bolt_partial_power: 31.50, magic_res: 2.50, owner: player
No datetime | DEBUG | DOOM_BOLT_A_00001 killed when TIMER_00033 ticked 6 secs.
No datetime | DEBUG | TETHLORIEN_LILAC_00001 hit by DOOM_BOLT_A_00001, health: 167.8, doom_bolt_partial_power: 126.00, magic_res: 10.00, owner: player
No datetime | DEBUG | TETHLORIEN_LILAC_00001 hit by EXPLOSION_MAGIC_C4_00001, npc_health: 51.8, explosion_power: 210, magic_res: 10, owner: player
No datetime | DEBUG | TETHLORIEN_LILAC_00001, !!! Dead by EXPLOSION_MAGIC_C4_00001. Owner: PLAYER !!!
No datetime | DEBUG | TETHLORIEN_LILAC_00001, lucky_drop_dice: 97, probability_to_drop: 100, item type: PotionPower
No datetime | DEBUG | Create item to drop
No datetime | DEBUG | Add actor POTION_POWER_00023 to level 17
No datetime | DEBUG | Dropped: POTION_POWER_00023
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00010 killed when TIMER_00035 ticked 0 secs.
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 17
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 17
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 17
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 17
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 17
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 17
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 17
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 17
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 17
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 17
No datetime | DEBUG | Add actor POTION_POWER_00022 to level 17
No datetime | DEBUG | Add actor POTION_POWER_00023 to level 17
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 17
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 17
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 17
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 17
No datetime | DEBUG | Add actor POTION_HEALTH_00012 to level 17
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00019 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00020 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00021 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00022 to level 11
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 18
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 18
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 18
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 18
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 18
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 18
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 18
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 18
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 18
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 18
No datetime | DEBUG | Add actor POTION_POWER_00022 to level 18
No datetime | DEBUG | Add actor POTION_POWER_00023 to level 18
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 18
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 18
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 18
No datetime | DEBUG | Add actor POTION_HEALTH_00011 to level 18
No datetime | DEBUG | Add actor POTION_HEALTH_00012 to level 18
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00019 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00020 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00021 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00022 to level 11
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | DEBUG | player hit by FIRE_BREATH_B_00002, health: 48.0, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00003
No datetime | DEBUG | player, !!! Dead by FIRE_BREATH_B_00002, owner: DEMON_MALE_00003 !!!
No datetime | DEBUG | FIRE_BREATH_B_00003 killed when TIMER_00008 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00004 killed when TIMER_00010 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00005 killed when TIMER_00012 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00006 killed when TIMER_00014 ticked 0 secs.
No datetime | DEBUG | player hit by FIRE_BREATH_B_00010, health: 100, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00003
No datetime | DEBUG | player hit by T2_LASER2_0000001_from_DEMON_MALE_00003, pc_health: 48.0, bullet_power: 7.0
No datetime | DEBUG | FIRE_BREATH_B_00007 killed when TIMER_00020 ticked 0 secs.
No datetime | DEBUG | player hit by T2_LASER2_0000001_from_TETHLORIEN_RED_00003, pc_health: 41.0, bullet_power: 7.0
No datetime | DEBUG | FIRE_BREATH_B_00008 killed when TIMER_00022 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00009 killed when TIMER_00024 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00010 killed when TIMER_00026 ticked 0 secs.
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00001 killed when TIMER_00029 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_A_00002 killed when TIMER_00031 ticked 0 secs.
No datetime | DEBUG | TEXT_MSG_PLAYER_00001 killed when TIMER_00043 ticked 0 secs.
No datetime | DEBUG | player hit by FIRE_BREATH_B_00012, health: 96.0, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00005
No datetime | DEBUG | player hit by FIRE_BREATH_B_00012, health: 44.0, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00005
No datetime | DEBUG | player, !!! Dead by FIRE_BREATH_B_00012, owner: DEMON_MALE_00005 !!!
No datetime | DEBUG | player hit by FIRE_BREATH_B_00014, health: 100, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00005
No datetime | DEBUG | FIRE_BREATH_B_00016 killed when TIMER_00068 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00017 killed when TIMER_00070 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00018 killed when TIMER_00072 ticked 0 secs.
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00005 killed when TIMER_00074 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00019 killed when TIMER_00077 ticked 0 secs.
No datetime | DEBUG | player hit by SAMUTRINOS_BOLT_B_00007, health: 100, fire_range_partial_power: 143.00, magic_res: 91.00, owner: TETHLORIEN_LILAC_00003
No datetime | DEBUG | FIRE_BREATH_B_00020 killed when TIMER_00086 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00021 killed when TIMER_00088 ticked 0 secs.
No datetime | INFO | Replenish stats to superhero maximum (cheat).
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00007 killed when TIMER_00090 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00022 killed when TIMER_00092 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00023 killed when TIMER_00095 ticked 0 secs.
No datetime | DEBUG | player hit by FIRE_BREATH_B_00024, health: 100, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00005
No datetime | DEBUG | player hit by FIRE_BREATH_B_00024, health: 48.0, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00005
No datetime | DEBUG | player, !!! Dead by FIRE_BREATH_B_00024, owner: DEMON_MALE_00005 !!!
No datetime | INFO | Replenish stats to superhero maximum (cheat).
No datetime | DEBUG | player hit by FIRE_BREATH_B_00028, health: 100, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00005
No datetime | DEBUG | player hit by FIRE_BREATH_B_00029, health: 48.0, fire_range_partial_power: 143.00, magic_res: 91.00, owner: DEMON_MALE_00005
No datetime | DEBUG | player, !!! Dead by FIRE_BREATH_B_00029, owner: DEMON_MALE_00005 !!!
No datetime | DEBUG | FIRE_BREATH_B_00030 killed when TIMER_00120 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00031 killed when TIMER_00122 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00032 killed when TIMER_00124 ticked 0 secs.
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00009 killed when TIMER_00127 ticked 0 secs.
No datetime | DEBUG | FIRE_BREATH_B_00033 killed when TIMER_00129 ticked 0 secs.
No datetime | DEBUG | player hit by SAMUTRINOS_BOLT_B_00010, health: 91.72, fire_range_partial_power: 143.00, magic_res: 91.00, owner: TETHLORIEN_LILAC_00003
No datetime | DEBUG | SAMUTRINOS_BOLT_B_00010 killed when TIMER_00135 ticked 0 secs.
No datetime | DEBUG | [COPY] Mouse actors: GHOST_RED_00001 in pos: (144, 145) - lev pos: (618, 158)
No datetime | DEBUG | Add actor GHOST_RED_00002 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00003 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00004 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00005 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00006 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00007 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00008 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00009 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00010 to level 28
No datetime | DEBUG | MUTENTRINOS_BOLT_B_00001 killed when TIMER_00138 ticked 0 secs.
No datetime | DEBUG | MUTENTRINOS_BOLT_B_00002 killed when TIMER_00140 ticked 0 secs.
No datetime | DEBUG | MUTENTRINOS_BOLT_A_00001 killed when TIMER_00144 ticked 0 secs.
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00037 in pos: (797, 426) - lev pos: (800, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00039 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00033 in pos: (809, 426) - lev pos: (812, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00040 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00034 in pos: (878, 426) - lev pos: (881, 686)
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00033 in pos: (821, 426) - lev pos: (824, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00041 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00033 in pos: (997, 426) - lev pos: (1000, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00042 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00036 in pos: (1041, 426) - lev pos: (1044, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00043 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00044 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00035 in pos: (733, 426) - lev pos: (736, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00045 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00035 in pos: (949, 426) - lev pos: (952, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00046 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00033 in pos: (917, 426) - lev pos: (920, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00047 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00035 in pos: (911, 426) - lev pos: (914, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00048 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00035 in pos: (809, 426) - lev pos: (812, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00049 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00036 in pos: (996, 426) - lev pos: (999, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00050 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00051 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00037 in pos: (883, 426) - lev pos: (886, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00052 to level 27
No datetime | DEBUG | [COPY] Mouse actors: SQUIRREL_A_00036 in pos: (873, 426) - lev pos: (876, 686)
No datetime | DEBUG | Add actor SQUIRREL_A_00053 to level 27
No datetime | INFO | Save current game
No datetime | DEBUG | Save current game PC
No datetime | DEBUG | Save current game items
No datetime | DEBUG | Save current game items: Not initial actors
No datetime | DEBUG | Save current game NPCs
No datetime | DEBUG | Save current game NPCs: Not initial actors
No datetime | INFO | Clean game data
No datetime | INFO | Super cheat mode activated!
No datetime | INFO | Load last saved game
No datetime | DEBUG | Load last saved game items
No datetime | DEBUG | Load last saved game items: Not initial actors
No datetime | DEBUG | Add actor APPLE_YELLOW_00013 to level 26
No datetime | DEBUG | Add actor APPLE_YELLOW_00014 to level 26
No datetime | DEBUG | Add actor APPLE_RED_00008 to level 26
No datetime | DEBUG | Add actor APPLE_YELLOW_00015 to level 26
No datetime | DEBUG | Add actor APPLE_GREEN_00010 to level 26
No datetime | DEBUG | Add actor APPLE_RED_00009 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00018 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00019 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00020 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00021 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00022 to level 26
No datetime | DEBUG | Add actor POTION_POWER_00023 to level 26
No datetime | DEBUG | Add actor POTION_HEALTH_00008 to level 26
No datetime | DEBUG | Add actor POTION_HEALTH_00009 to level 26
No datetime | DEBUG | Add actor POTION_HEALTH_00010 to level 26
No datetime | DEBUG | Load last saved game NPCs
No datetime | DEBUG | Load last saved game NPCs: Not initial actors
No datetime | DEBUG | Add actor BAT_BLACK_00024 to level 1
No datetime | DEBUG | Add actor BAT_BLUE_00016 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00017 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00018 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00019 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00020 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00021 to level 11
No datetime | DEBUG | Add actor BAT_BLUE_00022 to level 11
No datetime | DEBUG | Add actor SQUIRREL_A_00039 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00040 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00041 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00042 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00043 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00044 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00045 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00046 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00047 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00048 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00049 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00050 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00051 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00052 to level 27
No datetime | DEBUG | Add actor SQUIRREL_A_00053 to level 27
No datetime | DEBUG | Add actor GHOST_RED_00002 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00003 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00004 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00005 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00006 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00007 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00008 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00009 to level 28
No datetime | DEBUG | Add actor GHOST_RED_00010 to level 28
No datetime | DEBUG | Load last saved game PC
No datetime | DEBUG | Create energy shield
No datetime | INFO | Start game
No datetime | DEBUG | SQUIRREL_A_00033 hit by T3_PHOTONIC_0000001_from_player, health: 8.75, bullet_power: 20
No datetime | DEBUG | SQUIRREL_A_00033, !!! Dead by bullet T3_PHOTONIC_0000001_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00036 hit by T4_NEUTRONIC_0000001_from_player, health: 8.75, bullet_power: 40
No datetime | DEBUG | SQUIRREL_A_00036, !!! Dead by bullet T4_NEUTRONIC_0000001_from_player !!!
No datetime | DEBUG | SQUIRREL_A_00034 hit by T4_NEUTRONIC_0000002_from_player, health: 8.75, bullet_power: 40
No datetime | DEBUG | SQUIRREL_A_00034, !!! Dead by bullet T4_NEUTRONIC_0000002_from_player !!!
